Card Name,Quantity,ID #,Rarity,Set,Collector #,Premium,
"Royal Assassin",1,22751,Rare,9ED,159/350,No
"Runeclaw Bear",3,53290,Common,M15,197/269,No
"Satyr Hoplite",3,51994,Common,JOU,110/165,No
"Savage Surge",3,50598,Common,THS,176/249,No
"Scouring Sands",3,51633,Common,BNG,110/165,No
"Selesnya Evangel",1,40729,Common,CMD,223/318,No
"Selesnya Evangel",2,23202,Common,RAV,228/306,No
"Selesnya Signet",1,40744,Common,CMD,258/318,No
"Selesnya Signet",2,23568,Common,RAV,270/306,No
"Shrapnel Blast",3,53284,Uncommon,M15,161/269,No
"Sigiled Starfish",3,52282,Common,JOU,52/165,No
"Solemn Offering",3,53304,Common,M15,33/269,No
"Statute of Denial",3,53518,Common,M15,79/269,No
"Steward of Valeron",3,31289,Common,ALA,198/249,No
"Stratus Walk",3,51595,Common,BNG,52/165,No
"Sunblade Elf",3,53574,Uncommon,M15,202/269,No
"Syphon Flesh",3,40607,Uncommon,CMD,103/318,No
"Talrand's Invocation",3,45547,Uncommon,M13,73/249,Yes
"Tangle Golem",3,20532,Common,DST,151/165,Yes
"Temple of the False God",1,59103,Uncommon,PZ1,149/149,No
"Temple of the False God",1,51304,Uncommon,C13,327/356,No
"Temple of the False God",1,40695,Uncommon,CMD,290/318,No
"Thermokarst",3,30582,Common,ME2,183/245,No
"Thundering Giant",3,53270,Common,M15,165/269,No
"Tireless Missionaries",3,53326,Common,M15,39/269,No
"Titanic Growth",3,53362,Common,M15,203/269,No
"Titan's Strength",3,50632,Common,THS,145/249,No
"Torch Fiend",3,53404,Common,M15,166/269,No
"Typhoid Rats",3,53400,Common,M15,118/269,No
"Villainous Wealth",3,54448,Rare,KTK,211/269,No
"Void Snare",3,53496,Common,M15,82/269,No
"Wall of Fire",3,53260,Common,M15,167/269,No
"Wild Ricochet",3,49129,Rare,M14,162/249,No
"Will-Forged Golem",3,53586,Common,M15,239/269,No
"Zof Shade",3,53318,Common,M15,125/269,No
"Abhorrent Overlord",2,50400,Rare,THS,75/249,No
"Abyssal Horror",2,15332,Rare,7E,115/350,No
"Abzan Guide",2,54136,Common,KTK,162/269,No
"Accelerated Mutation",2,18694,Common,SCG,109/143,No
"Act of Aggression",2,39936,Uncommon,NPH,78/175,No
"Act of Treason",2,32851,Uncommon,M10,124/249,No
"Act on Impulse",2,53592,Uncommon,M15,126/269,No
"Aegis Angel",1,53901,Rare,M15,270/269,No
"Aegis Angel",1,41339,Rare,M12,1/249,No
"Aetherwind Basker",2,62797,Mythic Rare,AER,104/184,No
"Afflict",2,27482,Common,10E,125/383,No
"Aggravated Assault",2,18101,Rare,ONS,185/350,No
"Aid from the Cowl",2,62807,Rare,AER,105/184,No
"Ajani's Chosen",2,49539,Rare,M14,2/249,No
"Akoum Firebird",2,58643,Mythic Rare,BFZ,138/274,No
"Akroma, Angel of Fury",2,40462,Rare,CMD,108/318,No
"Akroma's Vengeance",1,40671,Rare,CMD,3/318,No
"Akroma's Vengeance",1,17761,Rare,ONS,2/350,No
"Aluren",2,56616,Rare,TPR,165/269,No
"Amass the Components",2,44179,Common,AVR,43/244,No
"Angel of Despair",1,40724,Rare,CMD,180/318,No
"Angel of Despair",1,23621,Rare,GPT,101/165,No
"Angelic Arbiter",1,40604,Rare,CMD,5/318,No
"Angelic Arbiter",1,37314,Rare,M11,4/249,No
"Angelic Renewal",2,9253,Common,WL,4/167,No
"Angel's Feather",2,41599,Uncommon,M12,202/249,No
"Anger",1,40668,Uncommon,CMD,109/318,No
"Anger",1,17524,Uncommon,JUD,77/143,No
"Anger of the Gods",2,50578,Rare,THS,112/249,No
"Apocalypse Hydra",2,57124,Rare,MM2,171/249,No
"Arachnogenesis",2,59201,Uncommon,PZ1,70/149,No
"Arborback Stomper",2,61731,Uncommon,KLD,142/264,No
"Arcane Sanctum",1,50968,Uncommon,C13,273/356,No
"Arcane Sanctum",1,31205,Uncommon,ALA,220/249,No
"Arcbound Stinger",1,48936,Common,MMA,199/229,No
"Arcbound Stinger",1,20395,Common,DST,103/165,No
"Archetype of Courage",2,51757,Uncommon,BNG,4/165,No
"Archivist",2,15358,Rare,7E,61/350,No
"Argentum Armor",2,54899,Rare,C14,228/337,No
"Armillary Sphere",2,40551,Common,CMD,242/318,No
"Atarka Pummeler",2,56084,Uncommon,DTK,129/264,No
"Atogatog",2,16353,Rare,OD,286/350,No
"Attrition",1,40539,Rare,CMD,72/318,No
"Attrition",1,12851,Rare,UD,52/143,No
"Authority of the Consuls",2,61877,Rare,KLD,5/264,No
"Avarice Amulet",2,53692,Rare,M15,212/269,No
"Avatar of Woe",1,36208,Rare,PRM,428/1158,No
"Avatar of Woe",1,14041,Rare,PR,56/143,No
"Aviary Mechanic",2,61619,Common,KLD,6/264,No
"Awakening",2,10185,Rare,ST,101/143,No
"Azorius Guildmage",1,24012,Uncommon,DIS,141/180,Yes
"Azorius Guildmage",1,24011,Uncommon,DIS,141/180,No
"Ballista Charger",2,62063,Uncommon,KLD,196/264,No
"Baral's Expertise",2,62657,Rare,AER,29/184,No
"Barbed Battlegear",1,38212,Uncommon,SOM,139/249,Yes
"Barbed Battlegear",1,38211,Uncommon,SOM,139/249,No
"Barter in Blood",1,43895,Uncommon,AVR,85/244,No
"Barter in Blood",1,20155,Uncommon,MRD,57/306,No
"Basandra, Battle Seraph",1,52980,Rare,VMA,244/325,Yes
"Basandra, Battle Seraph",1,40646,Rare,CMD,184/318,No
"Bassara Tower Archer",2,51970,Uncommon,JOU,117/165,No
"Bastion Mastodon",2,61815,Common,KLD,197/264,No
"Battle at the Bridge",2,62705,Rare,AER,53/184,No
"Bedlam Reveler",2,61224,Rare,EMN,118/205,No
"Belligerent Sliver",2,53616,Uncommon,M15,129/269,No
"Berserkers' Onslaught",2,56294,Rare,DTK,130/264,No
"Blood Host",2,53630,Uncommon,M15,87/269,No
"Blood Mist",2,61400,Uncommon,EMN,119/205,No
"Bloodbond March",2,23375,Rare,RAV,192/306,Yes
"Blowfly Infestation",2,29295,Uncommon,SHM,58/301,No
"Blue Sun's Zenith",2,39575,Rare,MBS,20/155,No
"Bomat Bazaar Barge",2,62053,Uncommon,KLD,198/264,No
"Bomat Courier",2,62075,Rare,KLD,199/264,No
"Bone Splinters",2,31331,Common,ALA,67/249,No
"Bonehoard",1,39504,Rare,MBS,100/155,Yes
"Bonehoard",1,39503,Rare,MBS,100/155,No
"Boros Reckoner",2,47921,Rare,GTC,215/249,No
"Boros Signet",1,40743,Common,CMD,243/318,No
"Boros Signet",1,23566,Common,RAV,255/306,No
"Boundless Realms",2,45586,Rare,M13,162/249,No
"Bounty Hunter",2,9779,Rare,TE,110/350,No
"Brago, King Eternal",2,53203,Rare,VMA,246/325,No
"Braid of Fire",2,24823,Rare,CSP,78/155,No
"Braingeyser",2,205,Rare,PRM,53/1158,No
"Brawler's Plate",1,57776,Uncommon,ORI,224/272,No
"Brawler's Plate",1,53694,Uncommon,M15,213/269,No
"Breaker of Armies",2,58293,Uncommon,BFZ,3/274,No
"Breya, Etherium Shaper",2,62377,Mythic Rare,PZ2,65/73,No
"Brightstone Ritual",2,18035,Common,ONS,191/350,No
"Brilliant Spectrum",2,58775,Common,BFZ,70/274,No
"Bruna, the Fading Light",2,61098,Rare,EMN,15/205,No
"Cache Raiders",1,43672,Uncommon,DDI,18/77,No
"Cache Raiders",1,30079,Uncommon,EVE,18/180,Yes
"Caged Sun",2,39702,Rare,NPH,132/175,No
"Campaign of Vengeance",2,61266,Uncommon,EMN,182/205,No
"Chainer's Edict",2,50058,Mythic Rare,V13,10/20,Yes
"Champion of Lambholt",2,44285,Rare,AVR,171/244,No
"Chariot of Victory",2,51986,Uncommon,JOU,159/165,No
"Charmbreaker Devils",2,42510,Rare,ISD,134/264,No
"Chasm Skulker",2,53628,Rare,M15,46/269,No
"Chorus of the Conclave",2,40723,Rare,CMD,189/318,No
"Citanul Woodreaders",2,26231,Common,PLC,125/165,No
"Clifftop Retreat",2,42654,Rare,ISD,238/264,No
"Cloud Cover",2,15073,Rare,PS,98/143,No
"Cloud Sprite",2,27328,Common,10E,75/383,No
"Collective Defiance",2,61424,Rare,EMN,123/205,No
"Comet Storm",1,57172,Mythic Rare,MM2,111/249,No
"Comet Storm",1,40590,Mythic Rare,CMD,117/318,No
"Commune with Lava",2,56392,Rare,DTK,131/264,No
"Conduit of Storms",2,61412,Uncommon,EMN,124/205,No
"Cone of Flame",2,53258,Uncommon,M15,137/269,No
"Constricting Sliver",2,53666,Uncommon,M15,7/269,No
"Contagion Clasp",2,37701,Uncommon,DDF,63/79,No
"Contagion Engine",2,38351,Rare,SOM,145/249,No
"Copper Carapace",1,57293,Common,MM2,205/249,Yes
"Copper Carapace",1,39457,Common,MBS,102/155,No
"Copperhorn Scout",2,38055,Common,SOM,116/249,No
"Coral Trickster",2,25565,Common,TSP,54/301,No
"Courier's Capsule",2,30877,Common,ALA,37/249,No
"Court Homunculus",2,57118,Common,MM2,13/249,No
"Crawlspace",1,51430,Rare,C13,240/356,No
"Crawlspace",1,12713,Rare,UL,123/143,No
"Cremate",2,46325,Common,RTR,59/274,No
"Crosis, the Purger",2,43144,Rare,PD3,5/30,Yes
"Cruel Ultimatum",1,50046,Mythic Rare,V13,17/20,Yes
"Cruel Ultimatum",1,31147,Rare,ALA,164/249,No
"Crumble to Dust",2,58733,Uncommon,BFZ,128/274,No
"Crusade",2,37705,Rare,DDF,27/79,No
"Crushing Pain",2,21101,Common,CHK,162/306,No
"Cryptoplasm",2,39497,Rare,MBS,23/155,No
"Crystalline Crawler",2,62343,Rare,PZ2,69/73,No
"Curious Homunculus",2,61360,Uncommon,EMN,54/205,No
"Curse of Vengeance",2,62365,Rare,PZ2,23/73,No
"Damnable Pact",2,56208,Rare,DTK,93/264,No
"Dark Ritual",2,50024,Mythic Rare,V13,1/20,Yes
"Darksteel Axe",1,57265,Uncommon,MM2,208/249,Yes
"Darksteel Axe",1,57264,Uncommon,MM2,208/249,No
"Darksteel Mutation",2,51376,Uncommon,C13,9/356,No
"Dauthi Ghoul",1,9968,Uncommon,TE,121/350,Yes
"Dauthi Ghoul",1,9967,Uncommon,TE,121/350,No
"Dauthi Warlord",1,56947,Uncommon,TPR,98/269,Yes
"Dauthi Warlord",1,56946,Uncommon,TPR,98/269,No
"Daxos of Meletis",2,50532,Rare,THS,191/249,No
"Day of Judgment",2,41259,Rare,M12,12/249,No
"Deadlock Trap",2,61777,Rare,KLD,204/264,No
"Death Grasp",2,51242,Rare,C13,183/356,No
"Deathbringer Regent",2,56188,Rare,DTK,96/264,No
"Death's Shadow",2,35573,Rare,WWK,57/145,No
"Deathspore Thallid",2,25765,Common,TSP,102/301,No
"Deflection",2,19619,Rare,8ED,74/350,No
"Depala, Pilot Exemplar",2,62029,Rare,KLD,178/264,No
"Deranged Hermit",2,12473,Rare,UL,101/143,No
"Despise",2,54102,Uncommon,KTK,69/269,No
"Devouring Light",2,53744,Uncommon,M15,9/269,No
"Diabolic Tutor",1,40468,Uncommon,CMD,77/318,No
"Diabolic Tutor",1,19457,Uncommon,8ED,128/350,No
"Die Young",2,61671,Common,KLD,76/264,No
"Diffusion Sliver",2,53444,Uncommon,M15,50/269,No
"Disallow",2,62659,Rare,AER,31/184,No
"Displacement Wave",2,57680,Rare,ORI,55/272,No
"Dissipate",2,53382,Uncommon,M15,51/269,No
"Distended Mindbender",2,61384,Rare,EMN,3/205,No
"Divinity of Pride",1,50912,Rare,C13,228/356,No
"Divinity of Pride",1,48774,Rare,MMA,188/229,No
"Doubling Season",2,48848,Rare,MMA,141/229,No
"Dovescape",2,24217,Rare,DIS,143/180,No
"Down/Dirty",2,48508,Uncommon,DGM,,No
"Drag Down",2,31735,Common,CON,42/145,No
"Dragon Mage",1,18703,Rare,SCG,87/143,Yes
"Dragon Mage",1,18702,Rare,SCG,87/143,No
"Dragon Shadow",2,18856,Common,SCG,65/143,No
"Dragon Tempest",2,56202,Rare,DTK,136/264,No
"Draining Whelk",2,25587,Rare,TSP,57/301,No
"Dromar's Charm",2,51302,Uncommon,C13,187/356,No
"Duergar Hedge-Mage",2,40528,Uncommon,CMD,195/318,No
"Dutiful Return",2,54330,Common,KTK,71/269,No
"Dynavolt Tower",2,62073,Rare,KLD,208/264,No
"Earthcraft",2,9823,Rare,TE,222/350,No
"Earthlink",2,30422,Rare,ME2,192/245,No
"Earthquake",1,40507,Rare,CMD,121/318,No
"Earthquake",1,32685,Rare,M10,134/249,No
"Echo Chamber",2,9735,Rare,TE,282/350,No
"Eldritch Evolution",2,61460,Rare,EMN,155/205,No
"Elf Replica",2,19769,Common,MRD,167/306,No
"Elite Vanguard",2,37116,Uncommon,M11,13/249,No
"Elkin Lair",2,7533,Rare,VI,78/167,No
"Elves of Deep Shadow",1,35974,Uncommon,PRM,359/1158,No
"Elves of Deep Shadow",1,23100,Common,RAV,161/306,No
"Ember Hauler",2,37508,Uncommon,M11,135/249,No
"Emeria Angel",2,34602,Rare,ZEN,11/249,No
"Enchanted Evening",2,29587,Rare,SHM,140/301,No
"Endless Obedience",2,53702,Uncommon,M15,94/269,No
"Endless One",2,58743,Rare,BFZ,8/274,No
"Equipoise",2,7539,Rare,VI,3/167,No
"Evil Twin",2,42518,Rare,ISD,212/264,No
"Evolutionary Leap",2,57782,Rare,ORI,176/272,No
"Executioner's Hood",1,43236,Common,DKA,148/158,Yes
"Executioner's Hood",1,43235,Common,DKA,148/158,No
"Exert Influence",2,58613,Rare,BFZ,77/274,No
"Fact or Fiction",1,52825,Uncommon,VMA,67/325,No
"Fact or Fiction",1,50032,Mythic Rare,V13,9/20,Yes
"Fallen Angel",1,40700,Rare,CMD,82/318,No
"Fallen Angel",1,19655,Rare,8ED,133/350,No
"Fanatic of Mogis",2,50464,Uncommon,THS,121/249,No
"Farhaven Elf",2,50904,Common,C13,144/356,No
"Feral Hydra",2,31039,Rare,ALA,131/249,No
"Feral Thallid",2,30342,Common,ME2,161/245,No
"Fist of Suns",2,20684,Rare,5DN,123/165,No
"Fists of the Anvil",2,27580,Common,10E,201/383,No
"Five-Alarm Fire",2,47785,Rare,GTC,91/249,No
"Flaring Pain",2,17516,Common,JUD,89/143,No
"Fleeting Distraction",2,36778,Common,ROE,67/248,No
"Form of the Dragon",1,22746,Rare,9ED,187/350,Yes
"Form of the Dragon",1,18700,Rare,SCG,93/143,No
"Frantic Search",2,12615,Common,UL,32/143,No
"Freejam Regent",2,62753,Rare,AER,81/184,No
"Frenzied Goblin",2,53780,Uncommon,M15,142/269,No
"Fungusaur",1,19598,Rare,8ED,250/350,Yes
"Fungusaur",1,19597,Rare,8ED,250/350,No
"Furnace of Rath",1,22334,Rare,9ED,188/350,Yes
"Furnace of Rath",1,22333,Rare,9ED,188/350,No
"Furnace Whelp",1,53909,Uncommon,M15,279/269,No
"Furnace Whelp",1,40707,Uncommon,CMD,124/318,No
"Gangrenous Zombies",1,30451,Common,ME2,92/245,Yes
"Gangrenous Zombies",1,30450,Common,ME2,92/245,No
"Gargantuan Gorilla",2,28113,Rare,MED,119/195,No
"Gigantoplasm",2,59207,Rare,PZ1,27/149,No
"Gilt-Leaf Winnower",2,57980,Rare,ORI,99/272,No
"Glacial Crevasses",1,30459,Rare,ME2,127/245,Yes
"Glacial Crevasses",1,30458,Rare,ME2,127/245,No
"Glacial Fortress",1,41217,Rare,M12,227/249,No
"Glacial Fortress",1,32817,Rare,M10,226/249,No
"Glaring Aegis",2,56376,Common,DTK,18/264,No
"Glint-Nest Crane",2,61927,Uncommon,KLD,50/264,No
"Glint-Sleeve Siphoner",2,62697,Rare,AER,62/184,No
"Glorious Anthem",2,27288,Rare,10E,17/383,No
"Goblin Chieftain",2,37218,Rare,M11,141/249,No
"Goblin Rally",2,46691,Uncommon,RTR,95/274,No
"Goblin Warchief",2,18716,Uncommon,SCG,97/143,No
"Goblinslide",2,54368,Uncommon,KTK,109/269,No
"Godo, Bandit Warlord",1,21196,Rare,CHK,169/306,Yes
"Godo, Bandit Warlord",1,21195,Rare,CHK,169/306,No
"Golem-Skin Gauntlets",1,19772,Uncommon,MRD,181/306,Yes
"Golem-Skin Gauntlets",1,19771,Uncommon,MRD,181/306,No
"Golgari Rot Farm",1,57434,Uncommon,MM2,243/249,No
"Golgari Rot Farm",1,40730,Common,CMD,275/318,No
"Golgari Signet",1,40742,Common,CMD,249/318,No
"Golgari Signet",1,23564,Common,RAV,262/306,No
"Gonti, Lord of Luxury",2,61957,Rare,KLD,84/264,No
"Gonti's Aether Heart",2,62915,Mythic Rare,AER,152/184,No
"Grab the Reins",2,19851,Uncommon,MRD,95/306,No
"Gratuitous Violence",2,18105,Rare,ONS,212/350,No
"Graveborn Muse",1,27544,Rare,10E,145/383,No
"Graveborn Muse",1,18603,Rare,LGN,73/145,No
"Gravedigger",2,53252,Uncommon,M15,99/269,No
"Great Whale",2,11981,Rare,UZ,77/350,No
"Greater Auramancy",2,29561,Rare,SHM,7/301,No
"Greed",1,51428,Rare,C13,79/356,No
"Greed",1,15588,Rare,7E,140/350,No
"Greenbelt Rampager",2,62801,Rare,AER,107/184,No
"Grim Haruspex",2,54340,Rare,KTK,73/269,No
"Gruul Signet",2,23669,Common,GPT,150/165,No
"Gryff Vanguard",2,43853,Common,AVR,59/244,No
"Guardians of Akrasa",2,45258,Common,M13,18/249,No
"Gyre Sage",1,47446,Rare,GTC,123/249,Yes
"Gyre Sage",1,47445,Rare,GTC,123/249,No
"Hadana's Climb",2,66769,Rare,RIX,158/196,No
"Hardened Scales",2,54406,Rare,KTK,133/269,No
"Harmonize",1,59003,Uncommon,PZ1,80/149,No
"Harmonize",1,40583,Uncommon,CMD,158/318,No
"Haunted Plate Mail",2,49516,Rare,M14,212/249,Yes
"Havenwood Wurm",2,25409,Common,TSP,199/301,No
"Heartless Hidetsugu",2,21809,Rare,BOK,107/165,No
"Heidar, Rimewind Master",1,24570,Rare,CSP,36/155,Yes
"Heidar, Rimewind Master",1,24569,Rare,CSP,36/155,No
"Heroes' Bane",2,52162,Rare,JOU,126/165,No
"Hope of Ghirapur",2,62895,Rare,AER,154/184,No
"Horde of Notions",2,57038,Rare,MM2,178/249,No
"Horizon Chimera",2,50368,Uncommon,THS,194/249,No
"Illusionist's Bracers",1,47926,Rare,GTC,231/249,Yes
"Illusionist's Bracers",1,47925,Rare,GTC,231/249,No
"In the Eye of Chaos",2,38892,Rare,ME4,51/260,No
"Incendiary Flow",2,61208,Uncommon,EMN,133/205,No
"Indomitable Creativity",2,62757,Mythic Rare,AER,85/184,No
"Infiltration Lens",1,38136,Uncommon,SOM,167/249,Yes
"Infiltration Lens",1,38135,Uncommon,SOM,167/249,No
"Infuse with the Elements",2,58677,Uncommon,BFZ,175/274,No
"Inspired Charge",1,58335,Common,BFZ,32/274,No
"Inspired Charge",1,53899,Common,M15,272/269,No
"Inspiring Roar",2,63012,Common,AER,186/184,No
"Inspiring Statuary",2,62907,Rare,AER,160/184,No
"Into the North",2,24649,Common,CSP,111/155,No
"Into the Void",2,53416,Uncommon,M15,60/269,No
"Inventors' Fair",2,61857,Rare,KLD,247/264,No
"Isochron Scepter",1,37648,Mythic Rare,V10,3/15,Yes
"Isochron Scepter",1,19665,Uncommon,MRD,188/306,No
"Jace's Archivist",1,41488,Rare,M12,59/249,Yes
"Jace's Archivist",1,41487,Rare,M12,59/249,No
"Jace's Ingenuity",2,53328,Uncommon,M15,63/269,No
"Joraga Treespeaker",2,36408,Uncommon,ROE,190/248,No
"Kabira Evangel",2,34458,Rare,ZEN,15/249,No
"Kabira Vindicator",2,36368,Uncommon,ROE,28/248,No
"Kalastria Healer",2,58389,Common,BFZ,114/274,No
"Kambal, Consul of Allocation",2,62037,Rare,KLD,183/264,No
"Karametra's Acolyte",2,50232,Uncommon,THS,160/249,No
"Kargan Dragonlord",1,36439,Mythic Rare,ROE,152/248,Yes
"Kargan Dragonlord",1,36438,Mythic Rare,ROE,152/248,No
"Kari Zev, Skyship Raider",2,62745,Rare,AER,87/184,No
"Kari Zev's Expertise",2,62919,Rare,AER,88/184,No
"Kazuul Warlord",2,34686,Rare,ZEN,134/249,No
"Krenko, Mob Boss",2,45578,Rare,M13,138/249,No
"Krosan Grip",1,49066,Uncommon,MMA,152/229,No
"Krosan Grip",1,25915,Uncommon,TSP,202/301,No
"Land Equilibrium",2,33718,Rare,ME3,40/230,No
"Lantern of Insight",2,20944,Uncommon,5DN,135/165,No
"Lash Out",2,28687,Common,LRW,183/301,No
"Last Kiss",2,36528,Common,ROE,116/248,No
"Last Rites",2,43126,Common,PD3,21/30,Yes
"Lavinia of the Tenth",1,48337,Rare,DGM,80/156,Yes
"Lavinia of the Tenth",1,48336,Rare,DGM,80/156,No
"Leap of Faith",2,43915,Common,AVR,26/244,No
"Leeching Sliver",2,53490,Uncommon,M15,102/269,No
"Leonin Scimitar",1,27573,Uncommon,10E,331/383,Yes
"Leonin Scimitar",1,19745,Common,MRD,193/306,No
"Lightmine Field",2,36410,Rare,ROE,32/248,No
"Lightning Runner",2,62755,Mythic Rare,AER,90/184,No
"Lightning Volley",2,51835,Uncommon,BNG,101/165,No
"Lim-Dûl's Vault",1,51240,Uncommon,C13,197/356,No"Lim-Dûl's Vault",1,28117,Uncommon,MED,148/195,No"Luminarch Ascension",2,34816,Rare,ZEN,25/249,No
"Lupine Prototype",2,61494,Rare,EMN,197/205,No
"Mana Echoes",2,18103,Rare,ONS,218/350,No
"Mana Severance",2,9899,Rare,TE,73/350,No
"Mana Vortex",2,33650,Rare,ME3,44/230,No
"Manaforce Mace",1,31660,Uncommon,CON,139/145,Yes
"Manaforce Mace",1,31659,Uncommon,CON,139/145,No
"Manaforge Cinder",2,29731,Common,SHM,191/301,No
"Mark of Mutiny",2,34562,Uncommon,ZEN,137/249,No
"Marrow-Gnawer",2,20977,Rare,CHK,124/306,No
"Masked Gorgon",2,17498,Rare,JUD,69/143,No
"Mass Hysteria",2,19893,Rare,MRD,99/306,No
"Massacre Wurm",2,39315,Mythic Rare,MBS,46/155,No
"Meletis Astronomer",2,51783,Uncommon,BNG,43/165,No
"Merchant Scroll",1,19570,Uncommon,8ED,91/350,Yes
"Merchant Scroll",1,19569,Uncommon,8ED,91/350,No
"Merfolk Spy",1,49212,Common,M14,62/249,Yes
"Merfolk Spy",1,37371,Common,M11,66/249,Yes
"Meteorite",2,53714,Uncommon,M15,221/269,No
"Militia's Pride",2,28449,Rare,LRW,30/301,No
"Mindbender Spores",2,7137,Rare,MI,229/350,No
"Mindcrank",2,40008,Uncommon,NPH,144/175,No
"Mind's Dilation",2,61118,Mythic Rare,EMN,70/205,No
"Mogg Flunkies",2,56754,Common,TPR,145/269,No
"Mogis's Warhound",2,51990,Uncommon,JOU,104/165,No
"Mortarpod",1,57284,Uncommon,MM2,222/249,No
"Mortarpod",1,39322,Uncommon,MBS,115/155,Yes
"Munda, Ambush Leader",2,58543,Rare,BFZ,215/274,No
"Myr Battlesphere",1,51104,Rare,C13,247/356,No
"Myr Battlesphere",1,38307,Rare,SOM,180/249,No
"Myr Landshaper",2,20291,Common,DST,131/165,No
"Myr Matrix",2,20415,Rare,DST,132/165,No
"Myr Welder",2,39543,Rare,MBS,118/155,No
"Narrow Escape",2,34466,Common,ZEN,27/249,No
"Nausea",2,10595,Common,EX,67/143,No
"Necrogenesis",1,40533,Uncommon,CMD,212/318,No
"Necrogenesis",1,31089,Uncommon,ALA,181/249,No
"Necropouncer",2,39729,Uncommon,NPH,147/175,Yes
"Nether Traitor",2,25763,Rare,TSP,120/301,No
"Nevinyrral's Disk",1,52897,Rare,VMA,277/325,No
"Nevinyrral's Disk",1,51094,Rare,C13,248/356,No
"New Frontiers",2,16527,Rare,OD,257/350,No
"New Prahv Guildmage",2,46803,Uncommon,RTR,181/274,No
"Nightmare",1,53907,Rare,M15,276/269,No
"Nightmare",1,49556,Rare,M14,108/249,Yes
"Nissa's Expedition",2,53594,Uncommon,M15,188/269,No
"Niv-Mizzet, the Firemind",1,57462,Rare,MM2,182/249,No
"Niv-Mizzet, the Firemind",1,23775,Rare,GPT,123/165,No
"No Rest for the Wicked",2,27273,Uncommon,10E,165/383,Yes
"Oath of Ajani",2,62829,Rare,AER,131/184,No
"Obscuring Aether",2,56290,Rare,DTK,194/264,No
"Odric, Lunarch Marshal",2,59944,Rare,SOI,31/297,No
"Ojutai's Command",1,56329,Rare,DTK,227/264,Yes
"Ojutai's Command",1,56328,Rare,DTK,227/264,No
"Omnath, Locus of Rage",2,58779,Mythic Rare,BFZ,217/274,No
"Ondu Greathorn",2,58331,Common,BFZ,40/274,No
"Orim's Thunder",1,40612,Common,CMD,24/318,No
"Orim's Thunder",1,16224,Common,AP,15/143,No
"Otherworldly Journey",1,57400,Common,MM2,30/249,No
"Otherworldly Journey",1,20979,Uncommon,CHK,37/306,No
"Outrage Shaman",2,30122,Uncommon,EVE,59/180,No
"Overwhelming Stampede",1,37361,Rare,M11,189/249,Yes
"Overwhelming Stampede",1,37360,Rare,M11,189/249,No
"Oviya Pashiri, Sage Lifecrafter",2,62021,Rare,KLD,165/264,No
"Pack Rat",2,46737,Rare,RTR,73/274,No
"Pack's Disdain",2,29188,Common,MOR,73/150,No
"Padeem, Consul of Innovation",2,61923,Rare,KLD,59/264,No
"Painful Truths",2,58545,Rare,BFZ,120/274,No
"Palladium Myr",2,38349,Uncommon,SOM,190/249,No
"Pandemonium",2,26119,Rare,TSB,68/121,No
"Paradoxical Outcome",2,61909,Rare,KLD,60/264,No
"Paragon of Eternal Wilds",2,53696,Uncommon,M15,190/269,No
"Paragon of Fierce Defiance",2,53510,Uncommon,M15,158/269,No
"Paragon of New Dawns",2,53524,Uncommon,M15,23/269,No
"Paragon of Open Graves",2,53572,Uncommon,M15,111/269,No
"Parallel Evolution",2,17063,Rare,TOR,136/143,No
"Pendrell Mists",2,9337,Rare,WL,47/167,No
"Pentavus",1,41586,Rare,M12,213/249,Yes
"Pentavus",1,37723,Rare,DDF,58/79,No
